50000 100000
0 25002 1
0 25002 2
0 25002 3
0 25002 4
0 49990 5
0 25002 6
0 25002 7
0 25002 8
0 3 9
0 49990 10
0 49990 11
0 3 12
0 25002 13
0 49990 14
0 25002 15
0 49990 16
0 25002 17
0 49990 18
0 3 19
0 25002 20
0 3 21
0 25002 22
0 49990 23
0 49990 24
0 49990 25
0 49990 26
0 25002 27
0 25002 28
0 3 29
0 25002 30
0 49990 31
0 25002 32
0 25002 33
0 25002 34
0 25002 35
0 25002 36
0 49990 37
0 3 38
0 25002 39
0 25002 40
0 49990 41
0 25002 42
0 25002 43
0 3 44
0 25002 45
0 3 46
0 49990 47
0 25002 48
0 25002 49
0 25002 50
0 49990 51
0 25002 52
0 49990 53
0 25002 54
0 25002 55
0 49990 56
0 25002 57
0 49990 58
0 49990 59
0 49990 60
0 49990 61
0 49990 62
0 3 63
0 49990 64
0 3 65
0 3 66
0 25002 67
0 25002 68
0 25002 69
0 25002 70
0 3 71
0 49990 72
0 25002 73
0 25002 74
0 49990 75
0 3 76
0 25002 77
0 3 78
0 49990 79
0 25002 80
0 49990 81
0 3 82
0 25002 83
0 49990 84
0 25002 85
0 3 86
0 25002 87
0 49990 88
0 25002 89
0 3 90
0 25002 91
0 25002 92
0 25002 93
0 49990 94
0 49990 95
0 25002 96
0 25002 97
0 25002 98
0 49990 99
0 49990 100
0 49990 101
0 25002 102
0 25002 103
0 3 104
0 25002 105
0 49990 106
0 49990 107
0 25002 108
0 25002 109
0 49990 110
0 25002 111
0 49990 112
0 49990 113
0 49990 114
0 3 115
0 25002 116
0 25002 117
0 25002 118
0 25002 119
0 3 120
0 49990 121
0 25002 122
0 25002 123
0 25002 124
0 25002 125
0 25002 126
0 25002 127
0 25002 128
0 49990 129
0 25002 130
0 25002 131
0 49990 132
0 25002 133
0 25002 134
0 49990 135
0 3 136
0 25002 137
0 3 138
0 3 139
0 25002 140
0 25002 141
0 25002 142
0 49990 143
0 3 144
0 25002 145
0 25002 146
0 25002 147
0 3 148
0 3 149
0 25002 150
0 25002 151
0 25002 152
0 49990 153
0 25002 154
0 25002 155
0 49990 156
0 3 157
0 25002 158
0 25002 159
0 25002 160
0 25002 161
0 25002 162
0 49990 163
0 49990 164
0 49990 165
0 25002 166
0 49990 167
0 25002 168
0 49990 169
0 49990 170
0 25002 171
0 25002 172
0 25002 173
0 25002 174
0 3 175
0 25002 176
0 25002 177
0 3 178
0 25002 179
0 49990 180
0 25002 181
0 3 182
0 3 183
0 3 184
0 25002 185
0 25002 186
0 25002 187
0 25002 188
0 25002 189
0 25002 190
0 25002 191
0 49990 192
0 25002 193
0 25002 194
0 25002 195
0 25002 196
0 25002 197
0 49990 198
0 49990 199
0 49990 200
0 3 201
0 3 202
0 3 203
0 25002 204
0 25002 205
0 49990 206
0 49990 207
0 25002 208
0 49990 209
0 25002 210
0 25002 211
0 3 212
0 3 213
0 25002 214
0 49990 215
0 3 216
0 25002 217
0 25002 218
0 25002 219
0 3 220
0 25002 221
0 25002 222
0 49990 223
0 25002 224
0 25002 225
0 49990 226
0 25002 227
0 25002 228
0 49990 229
0 25002 230
0 25002 231
0 25002 232
0 49990 233
0 49990 234
0 3 235
0 25002 236
0 3 237
0 3 238
0 25002 239
0 25002 240
0 49990 241
0 25002 242
0 3 243
0 49990 244
0 3 245
0 25002 246
0 3 247
0 49990 248
0 3 249
0 3 250
0 25002 251
0 25002 252
0 25002 253
0 3 254
0 3 255
0 49990 256
0 25002 257
0 3 258
0 25002 259
0 49990 260
0 3 261
0 25002 262
0 25002 263
0 25002 264
0 25002 265
0 25002 266
0 49990 267
0 3 268
0 25002 269
0 49990 270
0 25002 271
0 3 272
0 25002 273
0 25002 274
0 25002 275
0 3 276
0 25002 277
0 25002 278
0 25002 279
0 3 280
0 25002 281
0 49990 282
0 25002 283
0 3 284
0 25002 285
0 3 286
0 49990 287
0 3 288
0 49990 289
0 49990 290
0 25002 291
0 25002 292
0 3 293
0 3 294
0 49990 295
0 49990 296
0 25002 297
0 49990 298
0 49990 299
0 25002 300
0 3 301
0 25002 302
0 25002 303
0 49990 304
0 25002 305
0 25002 306
0 25002 307
0 49990 308
0 49990 309
0 3 310
0 49990 311
0 25002 312
0 25002 313
0 3 314
0 25002 315
0 25002 316
0 25002 317
0 25002 318
0 25002 319
0 25002 320
0 3 321
0 25002 322
0 25002 323
0 25002 324
0 25002 325
0 25002 326
0 3 327
0 25002 328
0 25002 329
0 49990 330
0 25002 331
0 3 332
0 3 333
0 49990 334
0 49990 335
0 3 336
0 25002 337
0 25002 338
0 49990 339
0 49990 340
0 3 341
0 3 342
0 49990 343
0 25002 344
0 25002 345
0 25002 346
0 25002 347
0 49990 348
0 25002 349
0 25002 350
0 25002 351
0 25002 352
0 3 353
0 25002 354
0 25002 355
0 25002 356
0 3 357
0 25002 358
0 3 359
0 25002 360
0 25002 361
0 25002 362
0 25002 363
0 25002 364
0 25002 365
0 25002 366
