50000 100000
0 49990 1
0 49990 2
0 49990 3
0 3 4
0 3 5
0 3 6
0 49990 7
0 49990 8
0 49990 9
0 3 10
0 49990 11
0 3 12
0 49990 13
0 49990 14
0 49990 15
0 3 16
0 49990 17
0 49990 18
0 3 19
0 49990 20
0 49990 21
0 49990 22
0 49990 23
0 49990 24
0 49990 25
0 3 26
0 3 27
0 49990 28
0 49990 29
0 3 30
0 49990 31
0 3 32
0 49990 33
0 3 34
0 3 35
0 49990 36
0 49990 37
0 3 38
0 49990 39
0 3 40
0 49990 41
0 3 42
0 3 43
0 49990 44
0 3 45
0 49990 46
0 3 47
0 49990 48
0 49990 49
0 3 50
0 49990 51
0 49990 52
0 49990 53
0 3 54
0 3 55
0 49990 56
0 3 57
0 49990 58
0 3 59
0 49990 60
0 3 61
0 3 62
0 49990 63
0 3 64
0 49990 65
0 49990 66
0 49990 67
0 3 68
0 49990 69
0 49990 70
0 3 71
0 49990 72
0 3 73
0 49990 74
0 49990 75
0 3 76
0 3 77
0 49990 78
0 49990 79
0 49990 80
0 49990 81
0 49990 82
0 49990 83
0 49990 84
0 49990 85
0 3 86
0 49990 87
0 49990 88
0 3 89
0 3 90
0 49990 91
0 3 92
0 49990 93
0 49990 94
0 49990 95
0 49990 96
0 49990 97
0 49990 98
0 3 99
0 3 100
0 3 101
0 49990 102
0 3 103
0 3 104
0 49990 105
0 49990 106
0 49990 107
0 49990 108
0 3 109
0 3 110
0 49990 111
0 49990 112
0 49990 113
0 49990 114
0 49990 115
0 3 116
0 49990 117
0 3 118
0 49990 119
0 49990 120
0 3 121
0 3 122
0 3 123
0 3 124
0 3 125
0 3 126
0 49990 127
0 3 128
0 3 129
0 49990 130
0 49990 131
0 49990 132
0 3 133
0 3 134
0 3 135
0 3 136
0 49990 137
0 3 138
0 3 139
0 3 140
0 49990 141
0 49990 142
0 3 143
0 49990 144
0 49990 145
0 49990 146
0 3 147
0 3 148
0 3 149
0 3 150
0 3 151
0 3 152
0 49990 153
0 49990 154
0 3 155
0 3 156
0 49990 157
0 49990 158
0 3 159
0 3 160
0 49990 161
0 49990 162
0 3 163
0 49990 164
0 3 165
0 49990 166
0 49990 167
0 3 168
0 49990 169
0 49990 170
0 49990 171
0 49990 172
0 49990 173
0 49990 174
0 3 175
